,AMC,SAM,TZP,CFZ,FEP,FOX,CAZ,CRO,CXM,ETP,IPM,MEM,CHL,FOS,AMK,GEN,TOB,CIP,LVX,NIT,MIN,TET,SXT,CTX,CZA,AZM,AMP,MXF,NOR,NAL,STR,AZI,XNL,SUL,DOX,KAN,COL
HA1S57,R,R,,R,R,R,R,,,,I,I,R,,R,R,,R,R,,S,S,R,R,,R,R,,,,R,R,,R,S,R,
HA1S58,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S5,I,R,,R,I,S,S,,,,S,S,R,,R,R,,R,R,,S,S,R,R,,R,R,,,,R,R,,R,S,R,
HA1S62,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S64,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S65,I,I,,I,S,S,S,,,,S,S,S,,S,S,,S,S,,S,S,R,S,,S,R,,,,R,S,,R,S,R,
HA1S66,S,I,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S67,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA1S68,S,S,,R,R,S,R,,,,S,S,S,,S,R,,R,R,,S,S,S,R,,R,R,,,,R,S,,S,S,R,
HA1S69,I,R,,R,S,S,S,,,,S,S,S,,S,S,,I,I,,I,R,R,S,,S,R,,,,R,S,,R,R,S,
HA1S6,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,S,,R,R,R,
HA1S70,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S71,S,I,,I,S,S,S,,,,S,S,S,,S,S,,I,I,,S,S,R,S,,S,R,,,,R,S,,R,S,S,
HA1S72,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,I,R,,R,R,R,
HA1S73,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S74,R,I,,R,R,S,I,,,,S,S,R,,S,R,,R,R,,S,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S75,S,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S76,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S77,S,I,,I,S,S,S,,,,S,S,S,,S,S,,I,I,,S,S,R,S,,S,R,,,,R,S,,R,S,S,
HA1S7,S,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S81,S,R,,S,S,S,S,,,,S,S,S,,S,S,,I,I,,S,S,R,S,,S,R,,,,I,S,,R,S,S,
HA1S82,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,S,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S83,S,S,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,S,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S8,I,I,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,S,R,R,R,,R,R,,,,R,R,,R,R,R,
HA1S9,S,I,,R,R,S,R,,,,S,S,R,,S,S,,R,R,,I,R,R,R,,R,R,,,,I,R,,R,R,R,
HA2S85,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S86,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S87,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S88,S,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
HA2S89,S,R,,R,I,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA2S90,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S91,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S93,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S94,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA2S95,S,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA2S96,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S10,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S12,I,I,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S13,I,R,,R,I,S,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S14,I,I,,R,S,S,I,,,,S,S,R,,R,R,,R,R,,R,R,S,R,,R,R,,,,R,S,,R,R,R,
HA3S15,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S16,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S17,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S18,I,R,,R,R,S,I,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S19,S,R,,R,I,S,S,,,,S,S,R,,S,R,,R,R,,S,R,R,R,,I,R,,,,R,S,,R,R,R,
HA3S1,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S11,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S20,I,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,I,S,R,R,,R,R,,,,R,R,,S,I,R,
HA3S21,I,I,,I,S,S,S,,,,S,S,S,,S,R,,R,R,,S,R,R,S,,S,R,,,,R,S,,R,R,R,
HA3S22,I,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S23,S,S,,S,S,I,S,,,,S,S,R,,S,R,,R,R,,R,R,S,S,,S,S,,,,R,S,,R,R,R,
HA3S24,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,S,,R,R,R,
HA3S26,R,R,,R,R,S,R,,,,S,S,I,,S,S,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S27,R,R,,R,S,S,S,,,,S,S,R,,S,R,,I,I,,R,R,S,S,,S,R,,,,R,S,,R,R,R,
HA3S28,R,I,,S,S,S,S,,,,S,S,S,,S,S,,S,S,,S,S,S,S,,S,R,,,,S,S,,R,S,R,
HA3S29,R,R,,R,R,S,I,,,,S,S,R,,S,R,,I,I,,I,R,R,R,,R,R,,,,R,S,,R,R,R,
HA3S2,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S3,I,R,,R,I,I,R,,,,S,S,R,,S,R,,R,R,,I,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S4,S,I,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
HA3S6,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S7,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,S,R,,R,R,,,,R,R,,R,R,R,
HA3S8,I,I,,R,S,S,S,,,,S,S,R,,S,R,,R,R,,R,R,R,S,,S,R,,,,R,S,,R,R,R,
HA3S9,I,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
LNLDDMT1-01,R,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,I,S,R,R,,I,R,,,,R,R,,R,I,R,
LNLDDMT1-02,R,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,I,R,S,R,,R,R,,,,R,R,,R,R,R,
LNLDDMT2-03,R,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,S,S,S,R,,R,R,,,,R,R,,R,S,R,
LNLDJFT1-01,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,S,R,,,,R,R,,R,R,R,
LNLDJFT1-10,R,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,I,R,S,R,,R,R,,,,R,R,,R,R,R,
LNLDJFT2-06,R,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,I,R,S,R,,R,R,,,,R,R,,R,R,R,
LNLDJFT2-07,R,R,,R,R,I,R,,,,S,S,R,,S,R,,R,R,,I,R,S,R,,R,R,,,,R,R,,R,R,R,
LNLDJFT2-12,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,S,R,,,,R,R,,R,R,R,
LNLDJFT2-13,I,R,,R,S,S,S,,,,S,S,S,,R,R,,R,R,,S,R,R,S,,S,R,,,,R,R,,R,R,R,
LNLDSLT2-03,I,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,S,S,R,R,,I,R,,,,R,R,,R,I,R,
LNLDTRT1-02,I,R,,R,S,S,R,,,,S,R,R,,R,R,,R,R,,I,R,R,R,,S,R,,,,R,R,,R,R,R,
LNLDTRT1-03,I,R,,R,R,R,R,,,,R,S,R,,R,I,,R,R,,I,R,R,R,,S,R,,,,R,R,,S,R,R,
LNPCDMT1-05,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-02,R,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-03,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-04,I,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-05,R,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-09,I,R,,I,S,S,S,,,,S,S,S,,S,S,,I,I,,S,S,R,S,,S,R,,,,I,S,,S,S,S,
LNPCJFT1-10,R,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-12,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-13,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-15,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-17,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCJFT1-18,I,R,,R,R,I,R,,,,S,S,R,,R,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
LNPCTRT1-01,I,R,,R,R,S,R,,,,S,S,R,,R,R,,R,R,,I,R,R,R,,R,R,,,,R,R,,R,R,R,
PD3-53,I,R,,R,S,S,S,,,,S,S,S,,S,S,,I,I,,S,S,R,S,,S,R,,,,R,R,,S,S,S,
SD76,R,R,,R,R,S,R,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
SD77,I,R,,R,R,S,I,,,,S,S,R,,S,R,,R,R,,R,R,R,R,,R,R,,,,R,R,,R,R,R,
SRR28977509,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,S,,,R,S,S,S,R,,,
SRR28977510,S,,,,,S,,S,,,,,R,,,R,,I,,,,R,R,,,,R,,,R,R,R,S,R,,,
SRR28977511,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28977512,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,I,S,S,R,,,
SRR28977513,S,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,S,,,R,R,S,S,R,,,
SRR28977515,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,S,,,R,R,S,S,R,,,
SRR28977517,S,,,,,S,,S,,,,,S,,,S,,S,,,,S,S,,,,R,,,R,R,S,S,R,,,
SRR28977518,I,,,,,S,,S,,,,,I,,,R,,S,,,,S,S,,,,R,,,R,S,S,S,R,,,
SRR28977519,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,S,S,S,R,,,
SRR28977520,I,,,,,S,,S,,,,,R,,,R,,R,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28977521,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28977522,S,,,,,S,,S,,,,,S,,,S,,S,,,,S,S,,,,R,,,R,R,S,S,R,,,
SRR28977523,I,,,,,I,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,R,I,S,S,R,,,
SRR28978010,S,,,,,S,,S,,,,,R,,,S,,S,,,,S,R,,,,R,,,S,S,S,S,R,,,
SRR28978013,S,,,,,S,,S,,,,,R,,,S,,S,,,,S,R,,,,S,,,R,S,S,S,R,,,
SRR28978015,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28978317,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,S,S,S,R,,,
SRR28978318,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,S,S,S,R,,,
SRR28978321,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28978322,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28978323,S,,,,,S,,S,,,,,R,,,R,,S,,,,S,R,,,,R,,,R,I,S,S,R,,,
SRR28997649,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,S,S,S,R,,,
SRR28997650,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,S,,,,S,,,R,I,S,S,R,,,
SRR28997695,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,S,S,R,,,
SRR28997696,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,S,S,S,R,,,
SRR28997697,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,S,,,,S,,,S,R,S,S,R,,,
SRR28997701,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,R,S,S,R,,,
SRR28997702,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,S,S,R,,,
SRR28997704,S,,,,,S,,R,,,,,R,,,R,,S,,,,S,R,,,,R,,,R,R,S,R,R,,,
SRR28997705,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28997706,S,,,,,S,,R,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,R,R,,,
SRR28997707,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,S,S,S,R,,,
SRR28997708,I,,,,,S,,R,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,I,R,R,R,,,
SRR28997709,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28997710,S,,,,,S,,R,,,,,R,,,R,,S,,,,R,S,,,,R,,,S,R,S,R,R,,,
SRR28997711,I,,,,,S,,R,,,,,R,,,R,,S,,,,R,S,,,,R,,,S,R,S,R,R,,,
SRR28997712,I,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,R,,,R,S,S,S,R,,,
SRR28997713,I,,,,,S,,S,,,,,R,,,R,,I,,,,R,R,,,,R,,,R,S,S,S,R,,,
SRR28997715,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,I,S,S,R,,,
SRR28997717,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28997718,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28997719,S,,,,,S,,R,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,R,R,,,
SRR28997720,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,S,R,R,S,R,,,
SRR28997723,S,,,,,S,,R,,,,,R,,,I,,S,,,,S,S,,,,R,,,S,S,S,R,R,,,
SRR28997727,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28997728,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28997848,S,,,,,S,,S,,,,,S,,,R,,S,,,,R,R,,,,R,,,S,R,S,S,R,,,
SRR28997850,S,,,,,S,,S,,,,,S,,,R,,S,,,,R,R,,,,R,,,S,R,S,S,R,,,
SRR28997918,S,,,,,S,,S,,,,,R,,,I,,S,,,,R,S,,,,S,,,S,S,S,S,R,,,
SRR28997920,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,S,S,,,
SRR28997921,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28997922,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,I,S,S,R,,,
SRR28997924,I,,,,,S,,S,,,,,R,,,I,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28997925,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,I,S,S,R,,,
SRR28997926,I,,,,,S,,S,,,,,R,,,R,,I,,,,S,S,,,,R,,,R,R,R,S,R,,,
SRR28997927,I,,,,,S,,S,,,,,R,,,I,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28997929,I,,,,,I,,S,,,,,R,,,S,,S,,,,S,S,,,,R,,,R,I,R,I,R,,,
SRR28997930,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28997932,S,,,,,S,,S,,,,,R,,,S,,R,,,,R,S,,,,S,,,R,S,S,S,R,,,
SRR28997933,S,,,,,S,,R,,,,,S,,,R,,S,,,,R,R,,,,R,,,S,R,S,R,R,,,
SRR28997934,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,I,R,,,
SRR28997935,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,S,R,,,
SRR28997936,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,S,S,S,R,,,
SRR28997938,S,,,,,S,,S,,,,,R,,,S,,S,,,,S,R,,,,R,,,R,I,S,S,R,,,
SRR28997940,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28997942,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,S,R,,,
SRR28997945,S,,,,,S,,S,,,,,S,,,S,,S,,,,S,R,,,,R,,,R,R,S,S,R,,,
SRR28997946,I,,,,,S,,S,,,,,R,,,S,,S,,,,S,S,,,,R,,,R,R,S,S,R,,,
SRR28997947,I,,,,,I,,S,,,,,I,,,S,,S,,,,R,R,,,,R,,,R,R,S,S,R,,,
SRR28997948,I,,,,,S,,S,,,,,R,,,R,,R,,,,R,R,,,,R,,,R,R,S,S,R,,,
GZ2016SF032,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,S,S,,R,,,
GZ2016SF033,R,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,S,,R,,,
GZ2016SF049,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF052,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF054,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF055,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF061,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF062,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF063,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF064,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF075,S,,,,,S,,R,,,,,R,,,R,,S,,,,R,R,,,,R,,,S,R,S,,R,,,
GZ2016SF089,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,I,S,,R,,,
GZ2016SF114,S,,,,,S,,S,,,,,R,,,I,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
GZ2016SF117,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF121,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF128,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF130,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF131,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF133,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF142,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF148,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF150,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF151,I,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,S,,R,,,
GZ2016SF161,I,,,,,S,,S,,,,,R,,,S,,I,,,,R,R,,,,R,,,S,I,R,,R,,,
GZ2016SF169,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,S,,,S,R,S,,R,,,
GZ2016SF173,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
GZ2016SF212,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,S,R,S,,R,,,
GZ2016SF268,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
GZ2016SF269,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,R,S,,R,,,
GZ2016SF312,S,,,,,S,,S,,,,,R,,,S,,I,,,,R,R,,,,R,,,S,R,S,,R,,,
GZ2016SF313,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,R,S,,R,,,
GZ2016SF316,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF332,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
GZ2016SF334,S,,,,,S,,S,,,,,R,,,S,,I,,,,R,R,,,,R,,,R,R,S,,R,,,
GZ2016SF361,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
SH06SF009,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
SH06SF010,I,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
SH09SF112,S,,,,,S,,S,,,,,R,,,I,,S,,,,R,R,,,,R,,,R,S,S,,R,,,
SH09SF113,S,,,,,S,,S,,,,,S,,,R,,S,,,,S,R,,,,R,,,R,R,S,,R,,,
SH10SF012,S,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
SH10SF019,I,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,R,,,R,I,R,,R,,,
SH10SF083,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,S,R,R,,R,,,
SH10SF156,S,,,,,S,,S,,,,,S,,,R,,S,,,,R,R,,,,R,,,R,S,S,,R,,,
SH10SF178,S,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
SH11SF031,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
SH11SF172,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
SH11SF414,R,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,S,S,,R,,,
SH11SF452,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,R,,R,,,
SH12SF010,S,,,,,S,,S,,,,,R,,,R,,I,,,,R,R,,,,R,,,R,R,R,,R,,,
SH12SF020,I,,,,,S,,S,,,,,I,,,S,,S,,,,R,S,,,,R,,,R,R,S,,R,,,
SH12SF102,I,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,R,R,,R,,,
SH12SF153,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,S,,,,R,,,S,R,R,,R,,,
SH12SF288,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
SH12SF310,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,R,S,S,,R,,,
SH12SF321,S,,,,,S,,S,,,,,R,,,I,,S,,,,R,R,,,,R,,,R,S,R,,R,,,
SH12SF330,I,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,S,R,,S,,,
SH12SF390,R,,,,,S,,S,,,,,R,,,R,,R,,,,R,R,,,,R,,,R,R,R,,R,,,
SH13SF066,S,,,,,S,,S,,,,,R,,,S,,S,,,,R,R,,,,R,,,S,I,S,,R,,,
SH13SF198,S,,,,,S,,S,,,,,S,,,S,,S,,,,R,S,,,,R,,,S,R,S,,R,,,
SH13SF468,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
SH13SF506,I,,,,,S,,S,,,,,R,,,R,,S,,,,R,R,,,,R,,,R,R,S,,R,,,
